id,features
4099,"[0.06315050274133682, 0.18343760073184967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023508194833993912, 0.0, 0.0, 0.0, 0.0, 0.1132274940609932, 0.30753636360168457, 0.029580626636743546, 0.019276512786746025, 0.0, 0.10641545802354813]"
4109,"[0.43481507897377014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0324871763586998, 0.02013416960835457, 0.0, 0.0, 0.026016205549240112, 0.0, 0.040450435131788254, 0.050127629190683365, 0.11078022420406342, 0.0, 0.03228410705924034, 0.20476317405700684]"
4119,"[0.10714033991098404, 0.0, 0.057665031403303146, 0.0, 0.06786489486694336, 0.0, 0.0461450032889843, 0.1326194852590561, 0.0, 0.1822667419910431, 0.0, 0.2769600749015808, 0.0018588342936709523, 0.5083156824111938, 0.0, 0.26825740933418274, 0.11847607046365738, 0.07528796046972275, 0.0, 0.48351144790649414]"
4129,"[0.0, 0.0, 0.0, 0.036810752004384995, 0.11250109225511551, 0.2877846360206604, 0.0, 0.15745094418525696, 0.0, 0.0, 0.0, 0.027359960600733757, 0.01480602752417326, 0.0, 0.045425720512866974, 0.2604072093963623, 0.2896227240562439, 0.0, 0.0, 0.0]"
4139,"[0.0, 0.1560743898153305, 0.0, 0.03303947672247887, 0.0, 0.0, 0.0, 0.05370276793837547, 0.0, 0.0, 0.0, 0.0, 0.07072196155786514, 0.0, 0.7751908898353577, 0.004450909793376923, 0.23180823028087616, 0.0, 0.0, 0.0]"
4149,"[0.020292239263653755, 0.0, 0.0, 0.02099171280860901, 0.0, 0.10139917582273483, 0.0, 0.00283114449121058, 0.0, 0.0, 0.0, 0.007802147883921862, 0.006958521902561188, 0.007269935216754675, 0.004224617965519428, 0.0, 0.023890558630228043, 0.0, 0.01782396249473095, 0.021050291135907173]"
4159,"[0.2256075143814087, 0.0, 0.0, 0.02006138302385807, 0.0, 0.0515325553715229, 0.0, 0.0, 0.0, 0.0, 0.05531984195113182, 0.003557051531970501, 0.0, 0.3871140778064728, 0.0, 0.0, 0.004084790591150522, 0.0, 0.0, 0.36566615104675293]"
4169,"[0.3543006181716919, 0.0, 0.0, 0.29218485951423645, 0.02803182601928711, 0.28486502170562744, 0.0, 0.03187475726008415, 0.24374186992645264, 0.06863252073526382, 0.07617536932229996, 0.4322279393672943, 0.18829438090324402, 0.22747814655303955, 0.0, 0.0479329489171505, 0.14090591669082642, 0.06072983518242836, 0.0, 0.11265390366315842]"
4179,"[0.0, 0.05666404962539673, 0.0014139754930511117, 0.0, 0.0, 0.0, 0.01677805185317993, 0.0, 0.0, 0.0, 0.00041712794336490333, 0.0, 0.03064858168363571, 0.0, 0.026144249364733696, 0.036537349224090576, 0.5999715924263, 0.0, 0.0, 0.0]"
4189,"[0.0, 0.0, 0.0, 0.04249802604317665, 0.15232396125793457, 0.0010327398777008057, 0.0, 0.121397465467453, 0.0, 0.0, 0.0, 0.02128707990050316, 0.12668949365615845, 0.0, 0.0, 0.024691887199878693, 0.0, 0.0, 0.0, 0.0]"
4199,"[0.0, 0.20945407450199127, 0.0, 0.17959658801555634, 0.0, 0.06349113583564758, 0.035163041204214096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4354992210865021, 0.014010922983288765, 0.047340381890535355, 0.0, 0.0, 0.03334539383649826, 0.07696819305419922, 0.0]"
4209,"[0.24039873480796814, 0.0, 0.0, 0.13182111084461212, 0.00792687851935625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6839032769203186, 0.0, 0.0, 0.0628892108798027, 0.0, 0.005295681767165661, 0.4704155921936035]"
4219,"[0.0, 0.0, 0.028144415467977524, 0.0, 0.0017105432925745845, 0.0, 0.0, 0.004374200012534857, 0.0, 0.0, 0.0, 0.0, 0.04195259138941765, 0.042588893324136734, 0.372810035943985, 0.26098084449768066, 0.0, 0.093717560172081, 0.0, 0.0]"
4229,"[0.0, 0.0, 0.0, 0.08570525795221329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03613249957561493, 0.0, 0.0, 0.07819163799285889, 0.0, 0.0, 0.646445631980896, 0.0, 0.002510874532163143, 0.0]"
4239,"[0.0, 0.0, 0.0, 0.0, 0.10300827771425247, 0.0, 0.0, 0.18950562179088593, 0.006797096226364374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0854509100317955, 0.5187892317771912, 0.0, 0.0, 0.0]"
4249,"[0.0, 0.006209976505488157, 0.0, 0.0, 0.13834480941295624, 0.0, 0.0, 0.0, 0.10503403097391129, 0.0, 0.0, 0.0, 0.07042693346738815, 0.0, 0.21413591504096985, 0.08389740437269211, 0.4703257083892822, 0.0, 0.0, 0.02397194691002369]"
4259,"[0.1604958027601242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25332963466644287, 0.0, 0.0, 0.0, 0.3427826762199402, 0.3675414025783539, 0.3468477427959442, 0.0, 0.6531429290771484, 0.014188357628881931, 0.056073106825351715, 0.113407664000988, 0.20376746356487274]"
4269,"[0.27557018399238586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5606204867362976, 0.0, 0.0, 0.02741454727947712, 0.0, 0.0, 0.3250678777694702]"
4279,"[0.0, 0.0018403131980448961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05773177742958069, 0.0, 0.0, 0.0, 0.0, 0.32241639494895935, 0.0, 0.06880148500204086, 0.014248394407331944, 0.04743039235472679, 0.5983644127845764, 0.0, 0.0]"
4289,"[0.0802689790725708, 0.0, 0.0466524176299572, 0.003981606103479862, 0.0, 0.0363454632461071, 0.0, 0.0, 0.0, 0.0, 0.04970088228583336, 0.03536650910973549, 0.0, 0.030946888029575348, 0.0, 0.04183952137827873, 0.054209280759096146, 0.024926425889134407, 0.0, 0.0]"
4299,"[0.0, 0.0158782210201025, 0.0, 0.04948071017861366, 0.0, 0.09880898892879486, 0.0, 0.008643155917525291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38407793641090393, 0.0, 0.0, 0.03523140773177147]"
4309,"[0.0, 0.0, 0.0, 0.0, 0.017573855817317963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009069949388504028, 0.12470895797014236, 0.0, 0.3745979964733124, 0.034202512353658676, 0.03911416605114937, 0.0, 0.0, 0.0]"
4319,"[0.2889426052570343, 0.1290535032749176, 0.0, 0.0, 0.010940554551780224, 0.0, 0.0, 0.030633535236120224, 0.05112043395638466, 0.014503400772809982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2837950587272644, 0.0, 0.0, 0.0]"
4329,"[0.0, 0.0, 0.0, 0.3406032621860504, 0.0, 0.08149890601634979, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11151784658432007, 0.05634022876620293, 0.0, 0.008087252266705036, 0.0, 0.0, 0.3055846393108368]"
4339,"[0.33415693044662476, 0.0, 0.16335438191890717, 0.0, 0.056732118129730225, 0.0, 0.0, 0.11910673975944519, 0.0, 0.008770504035055637, 0.02418651431798935, 0.8100301623344421, 0.13587449491024017, 0.02287643402814865, 0.012790858745574951, 0.3119172751903534, 0.006965865846723318, 0.0, 0.0, 0.0]"
4349,"[0.0, 0.0989936962723732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06704825907945633, 0.0, 0.0, 0.0, 0.0, 0.495405912399292, 0.16324013471603394, 0.12229375541210175, 0.13960371911525726, 0.04364016279578209, 0.23748494684696198]"
4359,"[0.7973750233650208, 0.0, 0.0, 0.008091632276773453, 0.0, 0.06063251942396164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1388133019208908, 0.0, 0.0, 0.141837939620018]"
4369,"[0.2160709947347641, 0.24783314764499664, 0.0, 0.0018391466001048684, 0.0, 0.020673200488090515, 0.0, 0.0, 0.0, 0.07298559695482254, 0.03840991109609604, 0.11800047010183334, 0.034837424755096436, 0.0, 0.0015084781916812062, 0.055338162928819656, 0.0, 0.030776413157582283, 0.0, 0.0]"
4379,"[0.0, 0.0, 0.0, 0.2994014620780945, 0.0, 0.04074934870004654, 0.0, 0.0, 0.01893213391304016, 0.0, 0.0, 0.003592507215216756, 0.004291085992008448, 0.0, 0.0, 0.0, 0.3853149116039276, 0.0, 0.0, 0.034163039177656174]"
4389,"[0.0, 0.03306102007627487, 1.245576459041331e-05, 0.5325728058815002, 0.0, 0.05492590367794037, 0.0, 0.0, 0.0, 0.0, 0.012799873948097229, 0.0, 0.38609549403190613, 0.0, 0.053569767624139786, 0.019461624324321747, 0.0, 0.006594492122530937, 0.05343566834926605, 0.0]"
4399,"[0.0, 0.04589775204658508, 0.0005167979397810996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019315628334879875, 0.0, 0.0, 0.023395810276269913, 0.0, 0.0, 0.7403299808502197, 0.0, 0.009785935282707214, 0.0, 0.0, 0.0]"
4409,"[0.49200326204299927, 0.0, 0.0, 0.05472026392817497, 0.0, 0.23812724649906158, 0.08653174340724945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19276881217956543, 0.0, 0.0, 0.0, 0.44925838708877563, 0.0, 0.0, 0.056728869676589966]"
4419,"[0.0, 0.0, 0.0012042771559208632, 0.04140492528676987, 0.0, 0.02694402076303959, 0.00956645980477333, 0.004979857709258795, 0.0, 0.0, 0.003123876405879855, 0.008304866030812263, 0.21200072765350342, 0.008100023493170738, 0.09483149647712708, 0.03785613924264908, 0.1414012461900711, 0.21474872529506683, 0.0, 0.06971834599971771]"
4429,"[0.37502485513687134, 0.0, 0.0, 0.2456517070531845, 0.014215421862900257, 0.4523400664329529, 0.0, 0.0, 0.0409046970307827, 0.0, 0.0, 0.009985528886318207, 0.0, 0.0, 0.2972637116909027, 0.0, 0.24378885328769684, 0.0, 0.0, 0.01314970850944519]"
4439,"[0.04622521996498108, 0.0, 0.0, 0.011055480688810349, 0.4362128674983978, 0.15025214850902557, 0.0, 0.41806456446647644, 0.0, 0.0, 0.0, 0.3229491710662842, 0.04907331243157387, 0.0, 0.0, 0.0, 0.17721952497959137, 0.1552329957485199, 0.0, 0.17979516088962555]"
4449,"[0.03647790849208832, 0.0, 0.0023053030017763376, 0.0, 0.0, 0.016090480610728264, 0.0, 0.0, 0.007772351615130901, 0.003683490678668022, 0.013997330330312252, 0.0, 0.5634570121765137, 0.015219548717141151, 0.011397145688533783, 0.025115469470620155, 0.0, 0.00998490396887064, 0.0, 0.0]"
4459,"[0.050826940685510635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21164430677890778, 0.0, 0.5669610500335693, 0.3297375738620758, 0.029137199744582176, 0.0, 0.0, 0.089966781437397, 0.008085419423878193, 0.0, 0.0, 0.0, 0.0, 0.0]"
4469,"[0.0, 0.0, 0.013687517493963242, 0.0, 0.5114811062812805, 0.03168006241321564, 0.0, 0.0, 0.17403379082679749, 0.0, 0.0, 0.0, 0.0, 0.06696819514036179, 0.0, 0.0, 0.13497845828533173, 0.0, 0.08843417465686798, 0.0]"
4479,"[0.0, 0.05388375371694565, 0.0, 0.05070987716317177, 0.0422527939081192, 0.2827538251876831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06760051101446152, 0.2070397436618805, 0.0, 0.0, 0.5533021092414856, 0.0, 0.13965466618537903, 0.3344770073890686]"
4489,"[0.1408880203962326, 0.0, 0.09355401992797852, 0.0, 0.04194914922118187, 0.02004094608128071, 0.0, 0.07522419840097427, 0.0, 0.0, 0.013399917632341385, 0.0, 0.011145041324198246, 0.057668477296829224, 0.029627185314893723, 0.024006126448512077, 0.15484368801116943, 0.021656544879078865, 0.0, 0.0]"
4499,"[0.3998071551322937, 0.0, 0.0, 0.10234497487545013, 0.0048683867789804935, 0.2263580858707428, 0.0, 0.0, 0.3337632119655609, 0.005003162659704685, 0.0, 0.0, 0.06645186990499496, 0.0, 0.0, 0.0, 0.19857217371463776, 0.022334501147270203, 0.006120702251791954, 0.08591163158416748]"
4509,"[0.0, 0.03312424197793007, 0.0, 0.05506504699587822, 0.15726159512996674, 0.23150315880775452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020632212981581688, 0.0, 0.030842598527669907, 0.0, 0.5471880435943604, 0.0, 0.03217193856835365, 0.0]"
4519,"[0.21517962217330933, 0.0, 0.0, 0.14633353054523468, 0.0, 0.3131260275840759, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008335985243320465, 0.018295370042324066, 0.2811586260795593, 0.056628115475177765, 0.0, 0.022092023864388466]"
4529,"[0.0, 0.03157496079802513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07355652749538422, 0.0, 0.0, 0.0, 0.10627859830856323, 0.1649094820022583, 0.01599046029150486, 0.11259118467569351, 0.37861308455467224, 0.0, 0.22239404916763306, 0.08036297559738159]"
4539,"[0.0, 0.0, 0.021319763734936714, 0.5260616540908813, 0.0, 0.15085960924625397, 0.01745523512363434, 0.07416406273841858, 0.0, 0.0, 0.3506356179714203, 0.25420719385147095, 0.1491984874010086, 0.0, 0.0, 0.11613233387470245, 0.0, 0.24189706146717072, 0.05241522192955017, 0.0]"
4549,"[0.21092872321605682, 0.0893263891339302, 0.023920424282550812, 0.011089278385043144, 0.0, 0.0, 0.04352836683392525, 0.0, 0.0, 0.09030324965715408, 0.00010022549395216629, 0.02941921539604664, 0.06803680956363678, 0.01246887631714344, 0.055549975484609604, 0.07868631929159164, 0.2614721953868866, 0.0, 0.0, 0.0816674754023552]"
4559,"[0.050570785999298096, 0.06533358246088028, 0.0, 0.0, 0.2103165090084076, 0.029332362115383148, 0.0, 0.040456295013427734, 0.0010440755868330598, 0.0, 0.0, 0.0, 0.11374668776988983, 0.0, 0.1195143312215805, 0.1467646062374115, 0.5458379983901978, 0.0, 0.0, 0.0]"
4569,"[0.0, 0.2696551978588104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021882444620132446, 0.176023930311203, 0.00537236500531435, 0.0043045696802437305, 0.0, 0.0, 0.06293068081140518]"
4579,"[0.2607845366001129, 0.022173194214701653, 0.0, 0.28967902064323425, 0.0, 0.3186151385307312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019354045391082764, 0.0, 0.021427936851978302, 0.0, 0.2771661579608917, 0.00888330303132534, 0.0, 0.03174438700079918]"
4589,"[0.0, 0.004619033541530371, 0.0009969607926905155, 0.0, 0.06588258594274521, 0.0, 0.0, 0.0, 0.00611104816198349, 0.011785844340920448, 0.0, 0.0, 0.0, 0.007710285484790802, 0.06700892001390457, 0.023441120982170105, 0.41990917921066284, 0.0, 0.0, 0.0]"
4599,"[0.0691448226571083, 0.0036224646028131247, 0.0, 0.09626894444227219, 0.0013860415201634169, 0.3797435462474823, 0.0, 0.0, 0.016165556386113167, 0.0, 0.0, 0.0, 0.48780617117881775, 0.0, 0.019302133470773697, 0.02575594373047352, 0.4228753447532654, 0.0, 0.029874438419938087, 0.06104520335793495]"
4609,"[0.0, 0.07552848756313324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011807389557361603, 0.0, 0.0003158293548040092, 0.0, 0.002925802255049348, 0.15547266602516174, 0.0024380404502153397, 0.3778758645057678, 0.001814330811612308, 0.100270576775074, 0.031375158578157425, 0.0, 0.0]"
4619,"[0.3088567852973938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1994997262954712, 0.0, 0.007834414020180702, 0.0, 0.13092701137065887, 0.0, 0.0, 0.2695358395576477]"
4629,"[0.0, 0.0, 0.0, 0.33402019739151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015501823276281357, 0.0, 0.0, 0.31748998165130615, 0.0, 0.36132439970970154]"
4639,"[0.18447522819042206, 0.13617488741874695, 0.0, 0.020726408809423447, 0.2416839897632599, 0.2350461333990097, 0.10203174501657486, 0.0, 0.1669122576713562, 0.0, 0.0, 0.07019902020692825, 0.15738160908222198, 0.11178809404373169, 0.46969515085220337, 0.02615826390683651, 0.29525116086006165, 0.0, 0.1174686849117279, 0.33119240403175354]"
4649,"[0.13828900456428528, 0.08338779211044312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1784045547246933, 0.0, 0.05773569643497467, 0.07784105092287064, 0.6135215759277344, 0.0, 0.060787610709667206]"
4659,"[0.0, 0.23335807025432587, 0.0, 0.12734168767929077, 0.0, 0.2262798398733139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09617483615875244, 0.0, 0.0, 0.7113430500030518, 0.0, 0.048270463943481445, 0.0]"
4669,"[0.02966424822807312, 0.0, 0.0, 0.0, 0.0, 0.08968637883663177, 0.0, 0.02653612196445465, 0.0, 0.0, 0.0, 0.0, 0.012267407029867172, 0.0, 0.0, 0.03794000670313835, 0.033433590084314346, 0.1021413803100586, 0.0, 0.06995263695716858]"
4679,"[0.3871225118637085, 0.001308765378780663, 0.0, 0.0, 0.0, 0.0, 0.0992279201745987, 0.0720294788479805, 0.03138048201799393, 0.2334807813167572, 0.0, 0.08899001777172089, 0.0, 0.09398500621318817, 0.0, 0.07640709728002548, 0.0, 0.10614818334579468, 0.0, 0.582129180431366]"
4689,"[0.39412209391593933, 0.02937452867627144, 0.0, 0.062108900398015976, 0.05361602082848549, 0.20628581941127777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.350713849067688, 0.0, 0.026415731757879257, 0.10743585228919983, 0.4917667508125305, 0.0, 0.10019655525684357, 0.02156938798725605]"
4699,"[0.027321668341755867, 0.0, 0.0, 0.275998055934906, 0.035423777997493744, 0.5760379433631897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08192067593336105, 0.0003771224874071777, 0.0, 0.0, 0.23355981707572937, 0.0, 0.07655905187129974, 0.06719555705785751]"
4709,"[0.0, 0.0, 0.020912235602736473, 0.10248198360204697, 0.0, 0.2387581169605255, 0.0, 0.01487414538860321, 0.0, 0.0, 0.0, 0.421518474817276, 0.5005233287811279, 0.0, 0.34054502844810486, 0.0, 0.15164563059806824, 0.05248779058456421, 0.0, 0.0]"
4719,"[0.0, 0.33703455328941345, 0.0, 0.010874615050852299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015332161448895931, 0.0, 0.015806488692760468, 0.0, 0.0, 0.006412778049707413, 0.0, 0.0, 0.0, 0.0, 0.0]"
4729,"[0.01825276017189026, 0.0, 0.0, 0.08427555114030838, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02373172901570797, 0.3167290985584259, 0.0, 0.009043006226420403, 0.0, 0.0, 0.0]"
4739,"[0.0, 0.0036720060743391514, 0.0, 0.08077570796012878, 0.0, 0.022195717319846153, 0.0, 0.0, 0.05486714839935303, 0.0, 0.004751422442495823, 0.050266530364751816, 0.02000102773308754, 0.0, 0.0, 0.0, 0.5083057880401611, 0.0, 0.025017857551574707, 0.0]"
4749,"[0.0, 0.0, 0.0, 0.025248615071177483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025232354179024696, 0.0, 0.03524802625179291, 0.0, 0.36037951707839966, 0.0, 0.2574057877063751, 0.0, 0.0, 0.0]"
4759,"[0.09762129187583923, 0.03043941967189312, 0.0, 0.0, 0.01340380497276783, 0.0, 0.0, 0.03534725680947304, 0.0, 0.0, 0.0, 0.0037981609348207712, 0.08770979940891266, 0.03253760188817978, 0.0, 0.0, 0.19377267360687256, 0.0, 0.0, 0.022129522636532784]"
4769,"[0.0, 0.0, 0.0, 0.0, 0.006080256775021553, 0.061705928295850754, 0.0, 0.0, 0.0, 0.0007870360859669745, 0.0, 0.0, 0.0, 0.0, 0.020357981324195862, 0.0, 0.6873505115509033, 0.0, 0.013544022105634212, 0.0]"
4779,"[0.0, 0.30420154333114624, 0.0, 0.0, 0.10435506701469421, 0.0, 0.0, 0.0, 0.024332726374268532, 0.0, 0.0, 0.0, 0.0015137556474655867, 0.0, 0.07931791245937347, 0.0, 0.6354190707206726, 0.0, 0.05687763914465904, 0.0]"
4789,"[0.0796612799167633, 0.0, 0.008884936571121216, 0.0, 0.038696300238370895, 0.05214131250977516, 0.0, 0.0, 0.0, 0.011384924873709679, 0.009100141003727913, 0.031004885211586952, 0.0, 0.016301190480589867, 0.02741670422255993, 0.0, 0.004850041586905718, 0.0124964015558362, 0.0, 0.0]"
4799,"[0.12389662861824036, 0.0, 0.0, 0.0, 0.0, 0.16835415363311768, 0.0, 0.0009804879082366824, 0.0068693384528160095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009119057096540928, 0.017866749316453934, 0.12105593830347061, 0.0, 0.0, 0.0]"
4809,"[0.0, 0.14074043929576874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057708706706762314, 0.0, 0.0, 0.0, 0.016571328043937683, 0.0, 0.02774929068982601, 0.958095908164978, 0.0, 0.0, 0.0, 0.0, 0.0]"
4819,"[0.7257817983627319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011452429927885532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01452342513948679, 0.0, 0.0, 0.04714971408247948, 0.11286895722150803, 0.0, 0.0, 0.2899511456489563]"
4829,"[0.0, 0.0, 0.0, 0.04337512329220772, 0.0, 0.0700206607580185, 0.0, 0.0, 0.0, 0.0, 0.073753222823143, 0.0013118761125952005, 0.0705283060669899, 0.0, 0.6077117919921875, 0.007582581602036953, 0.022585764527320862, 0.0, 0.04143605753779411, 0.0]"
4839,"[0.14496922492980957, 0.2827475070953369, 0.0, 0.0, 0.0, 0.0, 0.055696096271276474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04916888847947121, 0.0, 0.0, 0.0591246522963047]"
4849,"[0.030472107231616974, 0.1683792918920517, 0.037870317697525024, 0.0, 0.0, 0.10955919325351715, 0.08574941754341125, 0.06501035392284393, 0.0, 0.4147942066192627, 0.0, 0.0, 0.0, 0.12700825929641724, 0.1423499882221222, 0.0, 0.03974791243672371, 0.10638150572776794, 0.0, 0.3607340157032013]"
4859,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4405496418476105, 0.020989883691072464, 0.0, 0.0, 0.0, 0.0, 0.3235323131084442, 0.380061537027359, 0.16891852021217346, 0.0, 0.0, 0.0]"
4869,"[0.0, 0.351858913898468, 0.07031632214784622, 0.0, 0.1366114318370819, 0.0, 0.0, 0.0, 0.17969773709774017, 0.0, 0.0, 0.5835716128349304, 0.16058389842510223, 0.0, 0.0, 0.0, 0.24421663582324982, 0.0, 0.023765331134200096, 0.0]"
4879,"[0.0, 0.001961739268153906, 0.03498850390315056, 0.06792180985212326, 0.0, 0.0, 0.0, 0.0011145492317155004, 0.0, 0.0, 0.0, 0.07261885702610016, 0.4502768814563751, 0.0, 0.0, 0.14211151003837585, 0.061874326318502426, 0.12237589806318283, 0.0, 0.0]"
4889,"[0.0, 0.15013320744037628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2442890852689743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2289753407239914, 0.42122799158096313, 0.08217836171388626, 0.052606016397476196, 0.0, 0.0]"
4899,"[0.12492254376411438, 0.0, 0.0, 0.0, 0.0838058665394783, 0.0, 0.0, 0.0, 0.03474137559533119, 0.0, 0.0, 0.0, 0.13175679743289948, 0.0, 0.9102018475532532, 0.0008703408529981971, 0.2731327712535858, 0.0, 0.039032768458127975, 0.02959858439862728]"
4909,"[0.046509403735399246, 0.1917208880186081, 0.020566942170262337, 0.16440843045711517, 0.012671804055571556, 0.001778572564944625, 0.0, 0.0, 0.026467807590961456, 0.024739235639572144, 0.02487087994813919, 0.02181951515376568, 0.0, 0.17156453430652618, 0.16414417326450348, 0.1431894302368164, 0.2772188186645508, 0.0, 0.0, 0.012084533460438251]"
4919,"[0.008872896432876587, 0.012623345479369164, 0.0, 0.0, 0.010844407603144646, 0.0, 0.0, 0.03785630315542221, 0.0, 0.0, 0.01995168998837471, 0.0, 0.12377601861953735, 0.0, 0.03782377019524574, 0.0, 0.20742885768413544, 0.0, 0.0, 0.0]"
4929,"[0.0, 0.0, 0.0, 0.0052261329255998135, 0.040703874081373215, 0.0, 0.0, 0.1845356822013855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28576532006263733, 0.014421713538467884, 0.0, 0.10767126828432083, 0.0]"
4939,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.05757236108183861, 0.0, 0.3847942054271698, 0.0, 0.0, 0.0, 0.0, 0.4275641441345215, 0.0, 0.0, 0.04033695533871651, 0.0, 0.0, 0.010972610674798489, 0.0]"
4949,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007829073816537857, 0.0, 0.001993320183828473, 0.0, 0.0, 0.0, 0.02940439060330391, 0.0, 0.8136772513389587, 0.0, 0.11037153750658035, 0.0, 0.06332354247570038, 0.05166466161608696]"
4959,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017103873193264008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45024722814559937, 0.0, 0.04557493329048157, 0.12139991670846939, 0.0516042523086071, 0.0, 0.0, 0.0]"
4969,"[0.0, 0.3790155351161957, 0.0, 0.0, 0.0, 0.006798777729272842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008197380229830742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4979,"[0.07224245369434357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051356133073568344, 0.0394282266497612, 0.0, 0.0, 0.0, 0.5596750378608704, 0.0, 0.045168183743953705, 0.3736838698387146, 0.0, 0.0, 0.0]"
4989,"[0.05069960281252861, 0.0, 0.0, 0.0, 0.0, 0.04219486191868782, 0.0, 0.0, 0.030249889940023422, 0.0, 0.0, 0.0, 0.5697473883628845, 0.0, 0.026637397706508636, 0.11074011772871017, 0.4495615065097809, 0.0, 0.22014078497886658, 0.07686123996973038]"
4999,"[0.07805158942937851, 0.0, 0.0, 0.029764914885163307, 0.0, 0.09714030474424362, 0.422728031873703, 0.0, 0.32198551297187805, 0.39352095127105713, 0.0, 0.0, 0.0032308935187757015, 0.04311046376824379, 0.0, 0.07263486832380295, 0.2069094181060791, 0.0, 0.02274906635284424, 0.088938407599926]"
5009,"[0.12701556086540222, 0.0, 0.0, 0.1532817780971527, 0.0030407991725951433, 0.08336853235960007, 0.0, 0.05158687010407448, 0.02174009010195732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26034170389175415, 0.0, 0.0, 0.0]"
5019,"[0.22118397057056427, 0.0, 0.0, 0.0, 0.018886158242821693, 0.0, 0.02739335410296917, 0.0011699044844135642, 0.06717587262392044, 0.055287815630435944, 0.0, 0.04176909849047661, 0.0, 0.2851952016353607, 0.0, 0.008289309218525887, 0.03532560542225838, 0.08134333789348602, 0.0, 0.0]"
5029,"[0.0, 0.0, 0.0, 0.11753853410482407, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18283753097057343, 0.0, 0.32762542366981506, 0.03773745149374008, 0.0, 0.007470911834388971, 0.0, 0.0]"
